frame_id,x,y
recording_9262399620441214_frame_1460,854.729636612313,1088.4529419806722
recording_9262399620441214_frame_1470,919.2852384906262,859.0814595209397
recording_9262399620441214_frame_1480,940.234237120297,918.3763383645238
recording_9262399620441214_frame_1490,774.0857932453808,897.4935931560166
recording_9262399620441214_frame_1500,863.5925077248016,1004.1891250432554
recording_9262399620441214_frame_1510,619.1383318087154,834.8614945649163
recording_9262399620441214_frame_1520,897.7802066593684,930.28182068964
recording_9262399620441214_frame_1530,1107.5029335723461,803.304027717096
recording_9262399620441214_frame_1540,838.4814351207781,960.6289665456841
recording_9262399620441214_frame_1550,958.9395876199301,929.5651723337135
recording_9262399620441214_frame_1560,772.6681553592682,1110.5424354485908
recording_9262399620441214_frame_1570,1058.6853051929843,800.4876640689625
recording_9262399620441214_frame_1580,888.134904739303,891.104083501133
recording_9262399620441214_frame_1590,795.1735392411284,878.9700232779447
recording_9262399620441214_frame_1600,880.3677740187654,970.8615475015962
recording_9262399620441214_frame_1610,626.9477085441089,838.5136723929845
recording_9262399620441214_frame_1620,812.0633057289722,982.783550282915
recording_9262399620441214_frame_1630,946.9789489706484,971.8168977137968
recording_9262399620441214_frame_1640,850.2358684460623,930.4030606761133
recording_9262399620441214_frame_1650,1040.5487503749432,799.9927833662674
recording_9262399620441214_frame_1660,836.4580181327867,895.4864994846248
recording_9262399620441214_frame_1670,687.985220939235,777.6457336815147
recording_9262399620441214_frame_1680,891.1670265343231,895.6701806728448
